ID_Avis,Date,Secteur,Entreprise,Note_Etoiles,Sentiment_IA,Theme_IA,Texte_Avis,Score_Confiance
2b1fb7e1-a426-4785-ae0a-f65c3cd23f89,2026-02-20,E-commerce,Leboncoin,2,Négatif,annonces | de | leboncoin,je trouve que sais de l’arnaque j'ai mis des articles a vendres des personnes sont intéresser et d'un coup le bon coin bloque les acheteurs super j'ai loupé deux ventes. et bizarrement impossible de contacter quelqu'un,0.9024173021316528
21bc727e-a57f-4143-b866-da4a7496be69,2026-02-20,E-commerce,Leboncoin,5,Positif,emballage | conforme | produit,ras livraison rapide et conforme,0.6816955208778381
ddcd53fc-9578-451e-a18a-a64b12a1a21f,2026-02-20,E-commerce,Leboncoin,1,Négatif,pub | pubs | trop,une catastrophe. la dernière version est infestée de pubs ! une horreur,0.947518527507782
67bdf390-31a1-4dd8-85b2-c97e1a77713d,2026-02-20,E-commerce,Leboncoin,5,Positif,bien | très | super,très bien 👍,0.7094870805740356
66457ea2-519d-4487-8ccc-96a1fdc5b527,2026-02-20,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"je crois que vous prenez vos clients pour des cons, mon colis a été expédié le 10 et nous sommes le 20 et n'ai toujours rien reçu, c'est sur votre site que j'ai passé commande et c'est vous qui avez encaissé la commission, si lundi je n'ai pas de nouvelles de votre part, je vais saisir les associations et porter plainte pour escroquerie, c'est dingue que l'on soit obligés de passer par ici pour vous contacter, plus jamais je ne ferai confiance en votre plate-forme, c'est une honte.",0.9363719820976257
1789a0ae-560d-40e0-b41a-64ebffb3b885,2026-02-20,E-commerce,Leboncoin,5,Positif,rapide | efficace | parfait,rapide comme dab,0.6368227005004883
3237d4e8-c936-426c-b284-c02f433828de,2026-02-20,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"gros bug sur l'appli, je souhaite répondre à un acheteur potentiel de mon canapé impossible... échec d'envoi. cela dure depuis 2h c'est très embêtant d'autant que je suis pressé de vendre.",0.7970128655433655
d77e70d0-fe5d-4384-85e4-2c931f0ec69a,2026-02-20,E-commerce,Leboncoin,4,Neutre,annonces | de | leboncoin,superais on a seulement 3 jours pour envoyer une commande et on ne peut pas demander un délai en plus a l'acheteur comme sur vinted j'aurais mis 5 étoiles si on pouvait demander de rajouter un temps comme sur vinted ou au moins laisser une semaine pour envoyer le weekend,0.3937147557735443
8654daef-9662-42d5-9c91-26cbd10acda9,2026-02-20,E-commerce,Leboncoin,2,Négatif,annonces | de | leboncoin,"plus ça va, plus c'est pire, merci l'ia... les annonces sont refusées sans raison, aucun interlocuteur pour résoudre le problème. idem pour la résolution des litiges, c'est traité 2/3 semaines plus tard et c'est bâclé en 15min et complètement à côté de la réalité des faits... dommage car lbc était très bien au début, des personnes pour nous répondre, maintenant ce sont des agents ia qui comprennent rien à rien. et tout est fait pour nous dissuader... et un agent ia va répondre à mon commentaire.",0.595366358757019
1646b9ed-dc8d-456c-8e29-cd285eadae67,2026-02-20,E-commerce,Leboncoin,5,Positif,recommande | vendeur | sympathique,trés bon vendeur..colis trés bien emballé je le recommande,0.7160374522209167
53d6f450-c842-4599-a8ac-222a8937d3c0,2026-02-20,E-commerce,Leboncoin,5,Positif,application | facile | très,excellente application connue de tous.,0.8595089316368103
48694a33-6fbd-422e-932c-6d222f2d3234,2026-02-20,E-commerce,Leboncoin,4,Négatif,annonces | de | leboncoin,"la localisation fait n'importe quoi.. je recherche autour de moi (puy de dôme).. et j'ai des annonces dans les landes.. j'ai bien vérifié, je n'ai pas coché toute la france..",0.40712276101112366
0b6ab645-f1a1-40f1-a5da-661fed717f1c,2026-02-20,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"fonds bloqués (1670€) et absence de recours ​utilisateur bloqué depuis 3 mois après la vente d'un ordinateur. malgré la validation de l'acheteur et l'envoi de mes justificatifs d'identité originaux, les fonds de 1670€ restent inaccessibles. le service client ne traite pas mon dossier et clôture systématiquement mes demandes (ticket n°39388727) en m'accusant de documents non conformes sans preuve. manque total de transparence et de solution. procédure signalconso et médiation engagées.",0.7765543460845947
2061a98d-0a11-4bf8-b7c8-f75564ba8900,2026-02-20,E-commerce,Leboncoin,1,Positif,compte | bloqu | mon,depuis leur nouvelle réglementation je ne peux même pas publier une annonce sois disant je suis considéré comme professionnel la solution qu'il me propose et de supprimé mon compte et de créer un nouveau genial avec un nouveau mail,0.6750377416610718
38504357-d858-42b1-8055-9f27033b8c65,2026-02-20,E-commerce,Leboncoin,1,Neutre,annonces | de | leboncoin,"l'application est fonctionnelle. quand tout se passe bien au niveau du paiement et de la livraison c'est très bien. mais au moindre soucis (colis perdu ou livré au mauvais endroit par leur service de livraison mondial relay), le service client vous balade pendant 3 mois puis vous dit simplement qu'il ne peut pas ""statuer en votre faveur"".",0.4478893280029297
8b61845f-f8bd-4b22-84d2-0388a3d8fadf,2026-02-20,E-commerce,Leboncoin,5,Positif,rapide | efficace | parfait,"rapide, efficace professionnel",0.6553729772567749
1b2312e3-db9a-4b5f-af92-644cf22f1aab,2026-02-20,E-commerce,Leboncoin,5,Neutre,notifications | notification | messages,"impeccable, seulement je ne reçois pas de notification lorsque je reçois un message, malgré tous les paramètres de l'appli et du téléphone vérifiés, je suis obligé d'ouvrir l'application pour voir que j'ai un message en attente. c'est vraiment frustrant car cela m'empêche d'être réactif envers les acheteurs/vendeurs avec qui je communique.",0.387233704328537
4fa3ef8e-cda6-4aaa-8092-a750a9fc2d0b,2026-02-20,E-commerce,Leboncoin,5,Positif,application | facile | très,une très bonne application avec des sécurité de paiement que j'apprécie.,0.48136869072914124
df93f082-9273-4eb8-99c1-c0073ebc4a40,2026-02-20,E-commerce,Leboncoin,5,Positif,pratique | très | utile,généralement efficace et pratique,0.48639047145843506
194ab460-ce3f-4996-9093-fa3d0b7b4b48,2026-02-20,E-commerce,Leboncoin,1,Négatif,compte | bloqu | mon,"adresse mail et/ou numéro de téléphone connu de vos services mais impossible de se connecter, même pas un service client. les escrocs sont plus fort chez vous.",0.4172678589820862
b2b79cb0-de43-4e66-89bb-482d0630b725,2026-02-19,E-commerce,Leboncoin,4,Positif,transaction | parfaite | merci,bon échange,0.4640604853630066
390fdac4-a6c6-4a24-9555-1043e9e5972a,2026-02-19,E-commerce,Leboncoin,5,Négatif,bien | très | super,c'est français !,0.28090035915374756
944b2ac1-55f3-4f9e-9675-5b0fc5f625be,2026-02-19,E-commerce,Leboncoin,5,Positif,recommande | je | personne,je le recommande à tout le monde vraiment très bien stéphane,0.7148390412330627
a86b1101-2ab0-42f4-9bac-d4b1141c8fd7,2026-02-19,E-commerce,Leboncoin,3,Négatif,bug | bugs | trop,"le curseur orange masque la lettre que l’on veut saisir, c'est très agaçant.",0.5473936796188354
e79a349f-d02a-45af-96e4-657bc6562f64,2026-02-19,E-commerce,Leboncoin,5,Positif,transaction | parfaite | merci,transactions simples et sécurisées ! notre vide grenier sans tracas,0.558037281036377
0c504a3c-3516-4a9e-bccd-125645eb15a1,2026-02-19,E-commerce,Leboncoin,5,Positif,bien | très | super,toute est correct,0.4087156653404236
ad72ea24-e72e-4339-a4f4-3d073e3faf7f,2026-02-19,E-commerce,Leboncoin,5,Positif,vendre | acheter | pour,leboncoin est parfait pour acheter des objet d’occasion dans toute la france,0.699486255645752
723aa844-f3fb-4bf6-940b-2cf692f46999,2026-02-19,E-commerce,Leboncoin,5,Positif,merci | beaucoup | parfait,merci beaucoup 🙏,0.5518636703491211
41a8645f-74ea-424c-9eca-eb3e95282eb8,2026-02-19,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"bonjour, attention il y a beaucoup trop de publicités envahissantes en mode plein écran que l'on ne peut pas fermer !!! absolument pénibles et désagréables !! a chaque clic pour voir son compte et/ou messages. franchement, une fois vendus mes articles, je désinstalle !! 19/02/26 je rajoute le fait que suite à la ""disparition"" d'un colis déposé en relais shop2shop, le service clients du bon coin a été averti : 15 jours que j'attends une réponse !! délais absolument lamentable et méprisant !!",0.890941858291626
4693c13e-9ec4-483c-9848-f9e28f29a4df,2026-02-19,E-commerce,Leboncoin,5,Positif,parfait | merci | tout,"parfait : rapide et très bien emballé, merci !",0.9307706952095032
e21300a4-2861-4631-8805-79d30c312e4f,2026-02-18,E-commerce,Leboncoin,1,Neutre,annonces | de | leboncoin,"une bonne appli je trouve mais des acheteurs de plus en plus rats. un jour certains finiront par vous demander des les payer pour qu'ils vous achètent vos objets pourtant proposés à des tarifs plus que raisonnables par rapport au neuf. edit: après avoir constaté que lbc (et son compère mondial relais) ne respectait pas ses propres règles et de plus, ne permettait pas de contacter un vendeur mal intentionné ne répondant pas aux messages sur le site, je ne fais plus aucune confiance en ce site.",0.5014490485191345
a5209407-0f54-4930-a315-1e89af68db32,2026-02-18,E-commerce,Leboncoin,2,Neutre,annonces | de | leboncoin,"application efficace et simple à utiliser. mais un point est inacceptable : la catégorie “animaux”. les animaux ne sont pas des objets que l’on revend quand on s’en lasse. ce sont des êtres vivants, pas des marchandises. maintenir cette catégorie encourage les abandons et la reproduction à but lucratif. il est temps que leboncoin prenne ses responsabilités. j’espère que ce message sera réellement pris en compte.",0.5358243584632874
7d29e381-c30e-4026-ac8c-e8eff098c237,2026-02-18,E-commerce,Leboncoin,3,Positif,bien | très | super,très bien emballer,0.676934540271759
eb700312-8d10-418c-9c91-440f40dcc0af,2026-02-18,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"stop j'arrête leboncoin vous refusez systématiquement les annonces hentai ecchi alors que c'est légal !!ou celle qui vous arrangent car certains ont le droit d'en mettre sans même mettre de censure a un moment il faut arrêter, et les personnes qui font supprimer mes annonces sont les mêmes qui en vendent ou font des choses louche avec instaurer une censure au lieu de systématiquement enlever les annonces d'honnête vendeur et faire le ménage parmis des personnes très malveillante",0.8962885141372681
6f065e58-6c01-490c-a52b-9851feda1588,2026-02-18,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,rapide recommandation +++,0.6177138090133667
732e4899-4de0-40fb-a940-7214efe21ad3,2026-02-18,E-commerce,Leboncoin,1,Neutre,annonces | de | leboncoin,"le bon coin ne fait rien contre les annonces bidon, et si on les signale, le bon coin nous explique que c'est normal de mettre des annonces bidon... bonne application mais beaucoup de faux et le bon coin ne fait rien contre ça...",0.43234488368034363
59fca585-4ec7-47c2-bf3b-d827ae61db71,2026-02-18,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,se faire bloquer au bout de 5mn parce qu'on regarde des annonces....ca devient bien chiant .,0.4436689615249634
4604d836-1cd3-4c67-bfda-6d2258e6c7ff,2026-02-18,E-commerce,Leboncoin,2,Négatif,annonces | de | leboncoin,"après avoir relancé une petite annonce par 3 fois,le vendeur ne donne pas de réponse,si l: article est vendu le retirer du bon coin",0.7027000188827515
549c83c8-e093-4130-9974-1855e7c7da66,2026-02-18,E-commerce,Leboncoin,3,Négatif,annonces | de | leboncoin,"je trouve que l'application est plus difficile à prendre en main par rapport à un autre concurrent. il y a beaucoup de choses payant et une incitation à payer. même si l'application à beaucoup d'offres intéressantes et une partie demande, les catégories sont vagues car je met un produit à un endroit, mon annonce est supprimé car pas la bonne catégorie. bref, c'est compliqué pour moi, je préfère la concurrence.",0.6566506028175354
d6bdd8c0-5b27-4fe4-81ad-e717ee9ade64,2026-02-18,E-commerce,Leboncoin,5,Positif,rapide | envoi | soign,"tout ok,envoi rapide, merci à lui.",0.6161714196205139
cfb046d7-68e2-42e9-854f-2b464810a2bc,2026-02-18,E-commerce,Leboncoin,5,Négatif,bien | très | super,suuupeeer 👍👍👍👍👍,0.3571934998035431
9d517845-caf3-4f97-8bf8-51d43c59b86d,2026-02-18,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"je suis sur le site depuis 2017. en 2026, je remarque une dégradation importante. beaucoup d'annonces fantômes et beaucoup de non réponses. les annonces anciennes devraient être supprimées automatiquement. faire payer un abonnement épurerait les annonces.",0.4582338333129883
223dbeeb-c46b-462d-af2e-7ea818823f59,2026-02-18,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,leboncoin est devenu un site d annonce pour professionnel le droit a 2 annonce automobile par an et de plus les annonce professionnel leur cote argus nest pas affiche curieux,0.4608839154243469
d375090d-65c1-4d1b-b3ce-fd511c86514d,2026-02-18,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"recherches polluées par des annonces mensongères. des sociétés vendant des voitures aux enchères postent des annonces en mettant le prix de départ comme le prix de vente... les annonces de voitures sans permis se retrouvent avec les autres et lbc ne le retire pas malgré le signalement. résultat, la recherche finit par être un parcours du combattant. je vous conseille plutôt la centrale. pour ma part, leboncoin je désinstalle.",0.5136945843696594
9146c9ef-42f6-40b8-87d0-3041c4ad91c8,2026-02-18,E-commerce,Leboncoin,5,Positif,application | facile | très,"très bonne application, jusqu'à présent pas de mauvaise surprise",0.4912193715572357
a82c3462-aeaa-4ffd-a05d-f1a9734e82d1,2026-02-18,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"bonjour, votre système de réclamation est bien compliqué, et si vous faites trop de réclamation votre compte est suspendu pendant 7 jours comme c'est une machine qui fait tout alors tant pis pour les personnes agaçantes les recéleurs les spameurs et autres "" vive le numérique ""...même si c'est vous que l'on fait...c'était bien il y a 15 ans",0.4606238901615143
1ef49715-9082-4163-8c55-ea35ca97c929,2026-02-17,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"leboncoin ne respecte pas ses propres cgv. pour toutes diffusion d'annonce de cession d'animaux onéreuse, le vendeur doit indiquer un n° de siren et le n° de la portée. de plus, les annonces diffusées par des pro doivent être supérieures à 0 euro, à l'exception des dons. ce qui n'est pas le cas de la plupart des annonces. j'ai déjà envoyé le lien de quelques annonces mais vous n'êtes pas capable de les supprimer. je vais vous signaler à la répression des fraudes, ce sera plus marrant.",0.5719753503799438
2960edcf-42ca-4aa4-ae27-508d76553ae5,2026-02-17,E-commerce,Leboncoin,5,Neutre,compte | mon | numéro,"j’utilise beaucoup cette application mais moi et plusieurs personnes de ma famille n’arrivont pas à nous créer un compte, lorsque nous entrons notre numéro de téléphone, cela nous marque qu’il est déjà utilisé. comment puis-je faire ?",0.3549422323703766
2e8bd315-ddc3-4ca2-8dcc-41fef8b07c8a,2026-02-17,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"toujours aussi pénibles, les messages automatiquement envoyés aux vendeurs quand on met une annonce en favoris. les seuls aspects positifs de lbc sont ceux qu'ils ont copiés sur vinted, mais vinted ne fait pas ça. quel génie dans leur staff a imaginé cette idée nullisime ?",0.7599406838417053
da4681b9-5722-4842-8b8e-d481f4839194,2026-02-17,E-commerce,Leboncoin,5,Positif,recommande | je | personne,"très bien 👍, je recommande vivement !",0.7687815427780151
d76e2e6c-1511-4397-b255-b62f6fe389c5,2026-02-17,E-commerce,Leboncoin,1,Négatif,compte | mon | numéro,ça pirate les comptes lbc aussi !???? j'arrive pas a accéder a mon compte lbc!!!quand je met mon numéro de téléphone ça me dis que ce numéro appartient déjà a compte 🤨,0.794343888759613
54778162-af9f-425e-b5ca-60d8639ef808,2026-02-17,E-commerce,Leboncoin,5,Positif,bien | très | super,excellente !,0.9066490530967712
4f1eb0e2-7367-467e-9055-4850e9d6cbd0,2026-02-17,E-commerce,Leboncoin,5,Positif,rapide | efficace | parfait,très rapide,0.7121702432632446
9dca5246-9963-4945-a512-fbf6c096bfc4,2026-02-17,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,service client ia pathétique,0.5048226714134216
73139d2f-333d-4a7c-a538-f2c974a48edb,2026-02-17,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,il faut regarder de la publicité pour supprimer une annonce. je ne supprimerai plus.,0.36851805448532104
79c62fe3-cd22-441f-9c7b-7782db1ff9de,2026-02-17,E-commerce,Leboncoin,4,Positif,bien | très | super,tout doux!!!,0.7280598282814026
9bbc5229-2928-4b13-8669-52717d23e58f,2026-02-17,E-commerce,Leboncoin,1,Négatif,compte | mon | numéro,impossible de joindre le service client. le lien en bas de la page n'existe pas sous android. mais je comprends bien que le but n'est pas d'arriver à joindre quelqu'un.,0.3985735774040222
24681b16-ccdc-48ba-b9fd-0f6f643445c6,2026-02-17,E-commerce,Leboncoin,4,Neutre,annonces | de | leboncoin,bien mais des fois pas se qu'on demande,0.6223961710929871
df7186ba-996e-4e87-9b3e-e0da9f56a3dc,2026-02-17,E-commerce,Leboncoin,5,Neutre,annonces | de | leboncoin,très bien pour la mise en vente mais nous avons régulièrement des soucis avec mondial relai. ce mois ci mon article vendu a été perdu. mondial relai contacté rejette la faute sur le bon coin alors que le paquet a bien été pris en charge par leur service et perdu ensuite ils ne veulent absolument pas reconnaître leur faute et rejette la faute au bon coin. bref ce n'est pas leur problème.,0.3816675841808319
66479f55-e3f3-4b8e-b5aa-fa156e786247,2026-02-17,E-commerce,Leboncoin,2,Négatif,annonces | de | leboncoin,"attention ! leboncoin favorise les avis positifs ! un acheteur frauduleux mettant en litige une transaction ne pourra pas être noté ! vécu : l'acheteur dit que l'article est endommagé, a tort, pour récupérer de l'argent via litige leboncoin. si ça ne marche pas : pas d'avis négatif donc les prochains acheteurs se feront avoir aussi. il y a la possibilité de signaler un utilisateur mais pas du tout pour ce contexte",0.7660446763038635
7f341d7d-ca2b-4d40-b45c-418c6446f3bb,2026-02-17,E-commerce,Leboncoin,2,Négatif,annonces | de | leboncoin,"mais pourquoi afficher des publicités sous nos doigts par surprise, que l'on ne peut même pas fermer ?",0.34358733892440796
72da1d51-0f49-40d3-a57a-b1cfcd6bd105,2026-02-17,E-commerce,Leboncoin,5,Positif,application | facile | très,vraiment facile à utiliser c'est trop bien,0.6072726249694824
63659213-8bec-4dc9-8dc6-43ef8afe80f1,2026-02-17,E-commerce,Leboncoin,5,Positif,bien | très | super,bonne aplication,0.49167540669441223
3a2ada9e-a58a-4178-81ae-ff939c5ee3b2,2026-02-17,E-commerce,Leboncoin,3,Négatif,annonces | de | leboncoin,"le dépôt d'annonces bug, tous les champs sont renseignés mais impossible de finaliser le dépôt - edit : sur la catégorie véhicules, dans l'onglet contacts (telephone et mail), je renseigne tous les champs mais un code d'erreur apparaît m'indiquant qu'un champs est manquant. merci d'avance",0.4616415202617645
37e34818-0c9a-4758-9df8-8e74a5990c40,2026-02-16,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"ras le bol des publicités ! à commencer par l'insupportable, stupide popup qui arrive une demi seconde après l'ouverture, et qui emmène sur le navigateur. toutes ces autos-publicités sont d'autant plus stupides que l'on est déjà sur le site. ensuite, les prétendus ""services"", on s'en tape ! réponse à votre commentaire : non, ces publicités ne vous font pas vivre, puisqu'elles promeuvent leboncoin lui-même ! elles nous pourrissent la vie sans vous rapporter un centime ! c'est stérile !",0.9169943928718567
a7b3a6a7-7df4-4c29-8ad3-cf3b0799bca3,2026-02-16,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"annonce impossible a mettre en ligne l'""intelligence"" artifielle qui doit vérifier les annonces ne considére pas qu'une voiture doit aller dans la catégorie voiture et refuse systématiquement les annonces...",0.7494768500328064
1374acc5-b0bf-4ed1-ad3c-87c863d5bb98,2026-02-16,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,j'en étais très content jusqu'à peu où je ne reçois plus aucun message une fois que mon interlocuteur a envoyé 3 message. déçu avec 4 ventes que je n'ai pas pu conclure. et si l'erreur viens de moi dites moi quoi faire,0.5216620564460754
0e68880a-4c52-4d84-b218-7502e26e7ec3,2026-02-16,E-commerce,Leboncoin,5,Positif,site | bon | très,pas trop de problème avec le site lbc pour le moment.,0.48745566606521606
796690b8-f112-4145-8bc0-aa3d2bde347d,2026-02-16,E-commerce,Leboncoin,5,Positif,site | bon | très,"très bon site on peut tout trouver dedans, je vous le conseille.",0.5570456385612488
c1bc2701-bcc7-46ba-bf8a-803f8f0fe556,2026-02-16,E-commerce,Leboncoin,1,Négatif,compte | mon | numéro,"merci pour cette réponse. sauf que cela ne marche pas. pour accéder au formulaire et contacter le service, on ne demande de me connecter à mon compte. connexion qui bloque à chaque fois à cause du numéro de téléphone qui est notifié comme déjà rattaché à un compte",0.37733516097068787
d144ac38-6261-466e-ba2c-e4ae0146033e,2026-02-16,E-commerce,Leboncoin,2,Positif,annonces | de | leboncoin,"meilleur appli du monde sans déconner. mon fils à acheter des tourterelles sur leboncoin et il s'est créé un conte car pas de contrôle strict sur leboncoin. au final, on a mangé les tourterelles. on les a faites rôtir grâce à un four acheter sur leboncoin.",0.9394635558128357
bfa8cc6e-c7cd-44ae-acda-dbd421a38968,2026-02-16,E-commerce,Leboncoin,5,Positif,bien | très | super,j'aime bien,0.47209998965263367
4e6a5049-e039-4368-babb-9263996c0de5,2026-02-16,E-commerce,Leboncoin,1,Négatif,lente | lent | très,"màj de l'avis : suite à mise à jour de l'appli : elle est toujours aussi lente, mais il y a en plus des pubs ! je vais passer sur un autre site. ancien avis : appli très pratique et utile, mais affreusement lente ! au moins 10 secondes pour charger une résponse sur la messagerie, c'est plus rapide d'utilliser la version sur navigateur, j'aimerai beaucoup que lbc travaille sur ce soucis de rapidité",0.4178798198699951
a4aed41a-be21-4876-bbe2-f3d5dace4a44,2026-02-16,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"je viens de me faire voler 42e et quelques par cette application. reçu un objet brisé, aucun recours. le sav m´ignore royalement.",0.9015576243400574
cab30200-bd4a-4dc7-b405-4ee9600a07c2,2026-02-16,E-commerce,Leboncoin,5,Positif,application | facile | très,partique très belle application,0.6031278371810913
b8c38fd3-8894-444f-9db5-792a3381281c,2026-02-16,E-commerce,Leboncoin,4,Négatif,annonces | de | leboncoin,"les publicités sont extrêmement agaçantes ! les acheteurs arrivent à dévier le système de paiement sécurisé leboncoin.. un acheteur qui refuse de récupérer son colis au locker car il n'en veut plus et ne veut pas payer des frais de retour, le retour se fait donc automatiquement, le colis se perd, l'acheteur est remboursé et moi non indemniser + perte de mes articles (j'en avais pour 35€ il me semble !!!!!) !!! néanmoins, l'appli reste au top sans compter ces derniers.",0.41909006237983704
769d0e2a-e9f2-41cd-9acd-84721e5438bc,2026-02-16,E-commerce,Leboncoin,5,Positif,vendeur | sérieux | merci,bon vendeur et colis bien emballé!!!,0.49775150418281555
67e26a17-1767-4bb6-8ba4-17d748a0f91e,2026-02-16,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,impossible de mettre une annonce en favoris sans que cela envoi un message automatique aux vendeurs. des messages automatiques sont adressés de mon compte sans ma volonté et il n'est apparement pas possible de supprimer cette fonction. je reçois inversement des messages automatiques pour mes annonces de personne qui ne souhaitaient pas que je les contacte. il faudrait mieux respecter notre vie privée et nos données. votre ia m'a conseillé de me rapprocher d'un médiateur ou service consommateur,0.6339309215545654
d5382cfd-906d-4091-8b7c-c9c75dc121d9,2026-02-16,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,messagerie hs je reçois plus de msg et mes msg ne sont plus envoyé car plus de réponse des vendeurs,0.5014838576316833
e9714dd3-b84a-4106-86ad-2f16d36c80d6,2026-02-15,E-commerce,Leboncoin,5,Positif,bien | très | super,très à l'aise et bien sécurisé,0.5986507534980774
6fcc7bfc-9169-4039-b059-3204fdc3bb17,2026-02-15,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"suite à un piratage de compte, les fraudeurs ont réussi je ne sais pas comment a changer mon iban français par un iban lituanien et le numéro de téléphone. le bon coin ce dédouane complètement. avec tout les document que l'on doit fournir je me demande comment est-ce possible ? il y'a forcément un problème de sécurité sur nos données personnelle. attention ⚠️ donc vérifié bien vos coordonnées avant tte transaction. malgré des frais de transaction sécurisé il s avére que ce n'est pas si sécurisé",0.5602660775184631
250ed0ba-e081-41d7-98fd-cc21e811b5a7,2026-02-15,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"lorsque je crée des annonces, je vois bien l'annonce en cours de vérification et puis plus rien... elle disparaît, aucun email, aucun moyen de reprendre son annonces je ne comprends pas vous devez avoir un gros bug!",0.7708906531333923
0118125b-95c3-4698-8245-f0edeb8cbdf1,2026-02-15,E-commerce,Leboncoin,1,Négatif,annonces | de | leboncoin,"du moment que vous n'avez pas de litige tout est bien ,si vous validez que vous avez trouvé une solution avec l acheteur pour votre problème il est automatiquement payé,je me retrouve avec un colis pour le retour mondial relay payé par moi et l acheteur a touché l'argent super ,et aucun moyen de contacter leboncoin",0.32923540472984314
43aa050c-dab9-4e61-b968-e35e741dfb09,2026-02-15,E-commerce,Leboncoin,5,Positif,pratique | très | utile,très bonne application au quotidien,0.5505577325820923
