review_id,sector,company,review_text,rating,date,review_text_clean,review_length,sentiment_label,year,month
9d8906fa-6c2e-4164-a0c3-178863bed43c,E-commerce,Leboncoin,"Contre intuitif, la pub Scrabble Go bloque l'application, impossible de fermer cette pub, je n'ai qu'une envie NE JAMAIS télécharger cette appli et de retourner sur le bon coin quand ils auront changé de sponsor",1,2026-02-20 21:57:10,"contre intuitif, la pub scrabble go bloque l'application, impossible de fermer cette pub, je n'ai qu'une envie ne jamais télécharger cette appli et de retourner sur le bon coin quand ils auront changé de sponsor",211,0,2026,2
f1d99802-b8f7-4496-bb3b-847ba3b9d1df,E-commerce,Leboncoin,tout parfait merci beaucoup,5,2026-02-20 21:51:00,tout parfait merci beaucoup,27,2,2026,2
2b1fb7e1-a426-4785-ae0a-f65c3cd23f89,E-commerce,Leboncoin,Je trouve que sais de l’arnaque j'ai mis des articles a vendres des personnes sont intéresser et d'un coup le bon coin bloque les acheteurs super j'ai loupé deux ventes. et bizarrement impossible de contacter quelqu'un,2,2026-02-20 19:17:55,je trouve que sais de l’arnaque j'ai mis des articles a vendres des personnes sont intéresser et d'un coup le bon coin bloque les acheteurs super j'ai loupé deux ventes. et bizarrement impossible de contacter quelqu'un,218,0,2026,2
21bc727e-a57f-4143-b866-da4a7496be69,E-commerce,Leboncoin,RAS livraison rapide et conforme,5,2026-02-20 18:57:32,ras livraison rapide et conforme,32,2,2026,2
ddcd53fc-9578-451e-a18a-a64b12a1a21f,E-commerce,Leboncoin,Une catastrophe. la dernière version est infestée de pubs ! une horreur,1,2026-02-20 18:40:08,une catastrophe. la dernière version est infestée de pubs ! une horreur,71,0,2026,2
67bdf390-31a1-4dd8-85b2-c97e1a77713d,E-commerce,Leboncoin,Très bien 👍,5,2026-02-20 18:35:28,très bien 👍,11,2,2026,2
66457ea2-519d-4487-8ccc-96a1fdc5b527,E-commerce,Leboncoin,"je crois que vous prenez vos clients pour des cons, mon colis a été expédié le 10 et nous sommes le 20 et n'ai toujours rien reçu, c'est sur votre site que j'ai passé commande et c'est vous qui avez encaissé la commission, si lundi je n'ai pas de nouvelles de votre part, je vais saisir les associations et porter plainte pour escroquerie, c'est dingue que l'on soit obligés de passer par ici pour vous contacter, plus jamais je ne ferai confiance en votre plate-forme, c'est une honte.",1,2026-02-20 17:58:33,"je crois que vous prenez vos clients pour des cons, mon colis a été expédié le 10 et nous sommes le 20 et n'ai toujours rien reçu, c'est sur votre site que j'ai passé commande et c'est vous qui avez encaissé la commission, si lundi je n'ai pas de nouvelles de votre part, je vais saisir les associations et porter plainte pour escroquerie, c'est dingue que l'on soit obligés de passer par ici pour vous contacter, plus jamais je ne ferai confiance en votre plate-forme, c'est une honte.",486,0,2026,2
1789a0ae-560d-40e0-b41a-64ebffb3b885,E-commerce,Leboncoin,rapide comme dab,5,2026-02-20 17:58:24,rapide comme dab,16,2,2026,2
3237d4e8-c936-426c-b284-c02f433828de,E-commerce,Leboncoin,"Gros bug sur l'appli, je souhaite répondre à un acheteur potentiel de mon canapé impossible... échec d'envoi. cela dure depuis 2h c'est très embêtant d'autant que je suis pressé de vendre.",1,2026-02-20 17:01:56,"gros bug sur l'appli, je souhaite répondre à un acheteur potentiel de mon canapé impossible... échec d'envoi. cela dure depuis 2h c'est très embêtant d'autant que je suis pressé de vendre.",188,0,2026,2
d77e70d0-fe5d-4384-85e4-2c931f0ec69a,E-commerce,Leboncoin,superais on a seulement 3 jours pour envoyer une commande et on ne peut pas demander un délai en plus a l'acheteur comme sur vinted j'aurais mis 5 étoiles si on pouvait demander de rajouter un temps comme sur vinted ou au moins laisser une semaine pour envoyer le weekend,4,2026-02-20 16:48:49,superais on a seulement 3 jours pour envoyer une commande et on ne peut pas demander un délai en plus a l'acheteur comme sur vinted j'aurais mis 5 étoiles si on pouvait demander de rajouter un temps comme sur vinted ou au moins laisser une semaine pour envoyer le weekend,271,2,2026,2
8654daef-9662-42d5-9c91-26cbd10acda9,E-commerce,Leboncoin,"Plus ça va, plus c'est pire, merci l'IA... Les annonces sont refusées sans raison, aucun interlocuteur pour résoudre le problème. Idem pour la résolution des litiges, c'est traité 2/3 semaines plus tard et c'est bâclé en 15min et complètement à côté de la réalité des faits... Dommage car LBC était très bien au début, des personnes pour nous répondre, maintenant ce sont des agents IA qui comprennent rien à rien. Et tout est fait pour nous dissuader... Et un agent IA va répondre à mon commentaire.",2,2026-02-20 16:38:53,"plus ça va, plus c'est pire, merci l'ia... les annonces sont refusées sans raison, aucun interlocuteur pour résoudre le problème. idem pour la résolution des litiges, c'est traité 2/3 semaines plus tard et c'est bâclé en 15min et complètement à côté de la réalité des faits... dommage car lbc était très bien au début, des personnes pour nous répondre, maintenant ce sont des agents ia qui comprennent rien à rien. et tout est fait pour nous dissuader... et un agent ia va répondre à mon commentaire.",500,0,2026,2
1646b9ed-dc8d-456c-8e29-cd285eadae67,E-commerce,Leboncoin,trés bon vendeur..colis trés bien emballé je le recommande,5,2026-02-20 16:33:00,trés bon vendeur..colis trés bien emballé je le recommande,58,2,2026,2
53d6f450-c842-4599-a8ac-222a8937d3c0,E-commerce,Leboncoin,Excellente application connue de tous.,5,2026-02-20 13:23:17,excellente application connue de tous.,38,2,2026,2
48694a33-6fbd-422e-932c-6d222f2d3234,E-commerce,Leboncoin,"La localisation fait n'importe quoi.. Je recherche autour de moi (puy de dôme).. Et j'ai des annonces dans les Landes.. J'ai bien vérifié, je n'ai pas coché toute la France..",4,2026-02-20 13:04:22,"la localisation fait n'importe quoi.. je recherche autour de moi (puy de dôme).. et j'ai des annonces dans les landes.. j'ai bien vérifié, je n'ai pas coché toute la france..",174,2,2026,2
0b6ab645-f1a1-40f1-a5da-661fed717f1c,E-commerce,Leboncoin,"Fonds bloqués (1670€) et absence de recours ​Utilisateur bloqué depuis 3 mois après la vente d'un ordinateur. Malgré la validation de l'acheteur et l'envoi de mes justificatifs d'identité originaux, les fonds de 1670€ restent inaccessibles. Le service client ne traite pas mon dossier et clôture systématiquement mes demandes (ticket n°39388727) en m'accusant de documents non conformes sans preuve. Manque total de transparence et de solution. Procédure SignalConso et médiation engagées.",1,2026-02-20 11:35:57,"fonds bloqués (1670€) et absence de recours ​utilisateur bloqué depuis 3 mois après la vente d'un ordinateur. malgré la validation de l'acheteur et l'envoi de mes justificatifs d'identité originaux, les fonds de 1670€ restent inaccessibles. le service client ne traite pas mon dossier et clôture systématiquement mes demandes (ticket n°39388727) en m'accusant de documents non conformes sans preuve. manque total de transparence et de solution. procédure signalconso et médiation engagées.",489,0,2026,2
2061a98d-0a11-4bf8-b7c8-f75564ba8900,E-commerce,Leboncoin,depuis leur nouvelle réglementation je ne peux même pas publier une annonce sois disant je suis considéré comme professionnel la solution qu'il me propose et de supprimé mon compte et de créer un nouveau genial avec un nouveau mail,1,2026-02-20 10:58:43,depuis leur nouvelle réglementation je ne peux même pas publier une annonce sois disant je suis considéré comme professionnel la solution qu'il me propose et de supprimé mon compte et de créer un nouveau genial avec un nouveau mail,231,0,2026,2
38504357-d858-42b1-8055-9f27033b8c65,E-commerce,Leboncoin,"L'application est fonctionnelle. Quand tout se passe bien au niveau du paiement et de la livraison c'est très bien. Mais au moindre soucis (colis perdu ou livré au mauvais endroit par leur service de livraison mondial relay), le service client vous balade pendant 3 mois puis vous dit simplement qu'il ne peut pas ""statuer en votre faveur"".",1,2026-02-20 10:55:27,"l'application est fonctionnelle. quand tout se passe bien au niveau du paiement et de la livraison c'est très bien. mais au moindre soucis (colis perdu ou livré au mauvais endroit par leur service de livraison mondial relay), le service client vous balade pendant 3 mois puis vous dit simplement qu'il ne peut pas ""statuer en votre faveur"".",340,0,2026,2
8b61845f-f8bd-4b22-84d2-0388a3d8fadf,E-commerce,Leboncoin,"rapide, efficace professionnel",5,2026-02-20 10:44:54,"rapide, efficace professionnel",30,2,2026,2
1b2312e3-db9a-4b5f-af92-644cf22f1aab,E-commerce,Leboncoin,"impeccable, seulement je ne reçois pas de notification lorsque je reçois un message, malgré tous les paramètres de l'appli et du téléphone vérifiés, je suis obligé d'ouvrir l'application pour voir que j'ai un message en attente. c'est vraiment frustrant car cela m'empêche d'être réactif envers les acheteurs/vendeurs avec qui je communique.",5,2026-02-20 10:18:24,"impeccable, seulement je ne reçois pas de notification lorsque je reçois un message, malgré tous les paramètres de l'appli et du téléphone vérifiés, je suis obligé d'ouvrir l'application pour voir que j'ai un message en attente. c'est vraiment frustrant car cela m'empêche d'être réactif envers les acheteurs/vendeurs avec qui je communique.",341,2,2026,2
4fa3ef8e-cda6-4aaa-8092-a750a9fc2d0b,E-commerce,Leboncoin,une très bonne application avec des sécurité de paiement que j'apprécie.,5,2026-02-20 09:48:19,une très bonne application avec des sécurité de paiement que j'apprécie.,72,2,2026,2
df93f082-9273-4eb8-99c1-c0073ebc4a40,E-commerce,Leboncoin,Généralement efficace et pratique,5,2026-02-20 03:57:35,généralement efficace et pratique,33,2,2026,2
194ab460-ce3f-4996-9093-fa3d0b7b4b48,E-commerce,Leboncoin,"Adresse mail et/ou numéro de téléphone connu de vos services mais impossible de se connecter, même pas un service client. Les escrocs sont plus fort chez vous.",1,2026-02-20 03:07:12,"adresse mail et/ou numéro de téléphone connu de vos services mais impossible de se connecter, même pas un service client. les escrocs sont plus fort chez vous.",159,0,2026,2
b2b79cb0-de43-4e66-89bb-482d0630b725,E-commerce,Leboncoin,bon échange,4,2026-02-19 20:40:27,bon échange,11,2,2026,2
390fdac4-a6c6-4a24-9555-1043e9e5972a,E-commerce,Leboncoin,c'est français !,5,2026-02-19 20:36:01,c'est français !,16,2,2026,2
944b2ac1-55f3-4f9e-9675-5b0fc5f625be,E-commerce,Leboncoin,je le recommande à tout le monde vraiment très bien Stéphane,5,2026-02-19 18:47:25,je le recommande à tout le monde vraiment très bien stéphane,60,2,2026,2
a86b1101-2ab0-42f4-9bac-d4b1141c8fd7,E-commerce,Leboncoin,"Le curseur orange masque la lettre que l’on veut saisir, c'est très agaçant.",3,2026-02-19 16:51:24,"le curseur orange masque la lettre que l’on veut saisir, c'est très agaçant.",76,1,2026,2
e79a349f-d02a-45af-96e4-657bc6562f64,E-commerce,Leboncoin,Transactions simples et sécurisées ! Notre vide grenier sans tracas,5,2026-02-19 12:36:02,transactions simples et sécurisées ! notre vide grenier sans tracas,67,2,2026,2
0c504a3c-3516-4a9e-bccd-125645eb15a1,E-commerce,Leboncoin,Toute est correct,5,2026-02-19 12:18:01,toute est correct,17,2,2026,2
ad72ea24-e72e-4339-a4f4-3d073e3faf7f,E-commerce,Leboncoin,leboncoin est parfait pour acheter des objet d’occasion dans toute la france,5,2026-02-19 10:40:36,leboncoin est parfait pour acheter des objet d’occasion dans toute la france,76,2,2026,2
723aa844-f3fb-4bf6-940b-2cf692f46999,E-commerce,Leboncoin,merci beaucoup 🙏,5,2026-02-19 10:24:53,merci beaucoup 🙏,16,2,2026,2
41a8645f-74ea-424c-9eca-eb3e95282eb8,E-commerce,Leboncoin,"Bonjour, attention il y a beaucoup trop de publicités envahissantes en mode plein écran que l'on ne peut pas fermer !!! Absolument pénibles et désagréables !! A chaque clic pour voir son compte et/ou messages. Franchement, une fois vendus mes articles, je désinstalle !! 19/02/26 Je rajoute le fait que suite à la ""disparition"" d'un colis déposé en relais Shop2Shop, le service clients du Bon Coin a été averti : 15 jours que j'attends une réponse !! Délais absolument lamentable et méprisant !!",1,2026-02-19 10:05:26,"bonjour, attention il y a beaucoup trop de publicités envahissantes en mode plein écran que l'on ne peut pas fermer !!! absolument pénibles et désagréables !! a chaque clic pour voir son compte et/ou messages. franchement, une fois vendus mes articles, je désinstalle !! 19/02/26 je rajoute le fait que suite à la ""disparition"" d'un colis déposé en relais shop2shop, le service clients du bon coin a été averti : 15 jours que j'attends une réponse !! délais absolument lamentable et méprisant !!",495,0,2026,2
4693c13e-9ec4-483c-9848-f9e28f29a4df,E-commerce,Leboncoin,"Parfait : rapide et très bien emballé, merci !",5,2026-02-19 09:06:08,"parfait : rapide et très bien emballé, merci !",46,2,2026,2
e21300a4-2861-4631-8805-79d30c312e4f,E-commerce,Leboncoin,"Une bonne appli je trouve mais des acheteurs de plus en plus rats. Un jour certains finiront par vous demander des les payer pour qu'ils vous achètent vos objets pourtant proposés à des tarifs plus que raisonnables par rapport au neuf. Edit: Après avoir constaté que LBC (et son compère Mondial Relais) ne respectait pas ses propres règles et de plus, ne permettait pas de contacter un vendeur mal intentionné ne répondant pas aux messages sur le site, je ne fais plus aucune confiance en ce site.",1,2026-02-18 22:25:00,"une bonne appli je trouve mais des acheteurs de plus en plus rats. un jour certains finiront par vous demander des les payer pour qu'ils vous achètent vos objets pourtant proposés à des tarifs plus que raisonnables par rapport au neuf. edit: après avoir constaté que lbc (et son compère mondial relais) ne respectait pas ses propres règles et de plus, ne permettait pas de contacter un vendeur mal intentionné ne répondant pas aux messages sur le site, je ne fais plus aucune confiance en ce site.",497,0,2026,2
a5209407-0f54-4930-a315-1e89af68db32,E-commerce,Leboncoin,"Application efficace et simple à utiliser. Mais un point est inacceptable : la catégorie “Animaux”. Les animaux ne sont pas des objets que l’on revend quand on s’en lasse. Ce sont des êtres vivants, pas des marchandises. Maintenir cette catégorie encourage les abandons et la reproduction à but lucratif. Il est temps que Leboncoin prenne ses responsabilités. J’espère que ce message sera réellement pris en compte.",2,2026-02-18 21:58:37,"application efficace et simple à utiliser. mais un point est inacceptable : la catégorie “animaux”. les animaux ne sont pas des objets que l’on revend quand on s’en lasse. ce sont des êtres vivants, pas des marchandises. maintenir cette catégorie encourage les abandons et la reproduction à but lucratif. il est temps que leboncoin prenne ses responsabilités. j’espère que ce message sera réellement pris en compte.",415,0,2026,2
7d29e381-c30e-4026-ac8c-e8eff098c237,E-commerce,Leboncoin,très bien emballer,3,2026-02-18 19:32:07,très bien emballer,18,1,2026,2
eb700312-8d10-418c-9c91-440f40dcc0af,E-commerce,Leboncoin,"stop j'arrête Leboncoin vous refusez systématiquement les annonces hentai ecchi alors que c'est légal !!ou celle qui vous arrangent car certains ont le droit d'en mettre sans même mettre de censure a un moment il faut arrêter, et les personnes qui font supprimer mes annonces sont les mêmes qui en vendent ou font des choses louche avec instaurer une censure au lieu de systématiquement enlever les annonces d'honnête vendeur et faire le ménage parmis des personnes très malveillante",1,2026-02-18 19:07:24,"stop j'arrête leboncoin vous refusez systématiquement les annonces hentai ecchi alors que c'est légal !!ou celle qui vous arrangent car certains ont le droit d'en mettre sans même mettre de censure a un moment il faut arrêter, et les personnes qui font supprimer mes annonces sont les mêmes qui en vendent ou font des choses louche avec instaurer une censure au lieu de systématiquement enlever les annonces d'honnête vendeur et faire le ménage parmis des personnes très malveillante",483,0,2026,2
6f065e58-6c01-490c-a52b-9851feda1588,E-commerce,Leboncoin,rapide recommandation +++,5,2026-02-18 17:53:25,rapide recommandation +++,25,2,2026,2
732e4899-4de0-40fb-a940-7214efe21ad3,E-commerce,Leboncoin,"le bon coin ne fait rien contre les annonces bidon, et si on les signale, le bon coin nous explique que c'est normal de mettre des annonces bidon... Bonne application mais beaucoup de faux et le bon coin ne fait rien contre ça...",1,2026-02-18 17:46:25,"le bon coin ne fait rien contre les annonces bidon, et si on les signale, le bon coin nous explique que c'est normal de mettre des annonces bidon... bonne application mais beaucoup de faux et le bon coin ne fait rien contre ça...",229,0,2026,2
59fca585-4ec7-47c2-bf3b-d827ae61db71,E-commerce,Leboncoin,se faire bloquer au bout de 5mn parce qu'on regarde des annonces....ca devient bien chiant .,1,2026-02-18 13:10:38,se faire bloquer au bout de 5mn parce qu'on regarde des annonces....ca devient bien chiant .,92,0,2026,2
4604d836-1cd3-4c67-bfda-6d2258e6c7ff,E-commerce,Leboncoin,"après avoir relancé une petite annonce par 3 fois,le vendeur ne donne pas de réponse,si l: article est vendu le retirer du bon coin",2,2026-02-18 13:07:54,"après avoir relancé une petite annonce par 3 fois,le vendeur ne donne pas de réponse,si l: article est vendu le retirer du bon coin",131,0,2026,2
549c83c8-e093-4130-9974-1855e7c7da66,E-commerce,Leboncoin,"Je trouve que l'application est plus difficile à prendre en main par rapport à un autre concurrent. Il y a beaucoup de choses payant et une incitation à payer. Même si l'application à beaucoup d'offres intéressantes et une partie demande, les catégories sont vagues car je met un produit à un endroit, mon annonce est supprimé car pas la bonne catégorie. Bref, c'est compliqué pour moi, je préfère la concurrence.",3,2026-02-18 12:56:26,"je trouve que l'application est plus difficile à prendre en main par rapport à un autre concurrent. il y a beaucoup de choses payant et une incitation à payer. même si l'application à beaucoup d'offres intéressantes et une partie demande, les catégories sont vagues car je met un produit à un endroit, mon annonce est supprimé car pas la bonne catégorie. bref, c'est compliqué pour moi, je préfère la concurrence.",413,1,2026,2
d6bdd8c0-5b27-4fe4-81ad-e717ee9ade64,E-commerce,Leboncoin,"tout ok,envoi rapide, merci à lui.",5,2026-02-18 12:10:41,"tout ok,envoi rapide, merci à lui.",34,2,2026,2
cfb046d7-68e2-42e9-854f-2b464810a2bc,E-commerce,Leboncoin,suuupeeer 👍👍👍👍👍,5,2026-02-18 11:07:17,suuupeeer 👍👍👍👍👍,15,2,2026,2
9d517845-caf3-4f97-8bf8-51d43c59b86d,E-commerce,Leboncoin,"Je suis sur le site depuis 2017. En 2026, je remarque une dégradation importante. Beaucoup d'annonces fantômes et beaucoup de non réponses. les annonces anciennes devraient être supprimées automatiquement. Faire payer un abonnement épurerait les annonces.",1,2026-02-18 09:21:55,"je suis sur le site depuis 2017. en 2026, je remarque une dégradation importante. beaucoup d'annonces fantômes et beaucoup de non réponses. les annonces anciennes devraient être supprimées automatiquement. faire payer un abonnement épurerait les annonces.",255,0,2026,2
223dbeeb-c46b-462d-af2e-7ea818823f59,E-commerce,Leboncoin,leboncoin est devenu un site d annonce pour professionnel le droit a 2 annonce automobile par an et de plus les annonce professionnel leur cote argus nest pas affiche curieux,1,2026-02-18 08:30:06,leboncoin est devenu un site d annonce pour professionnel le droit a 2 annonce automobile par an et de plus les annonce professionnel leur cote argus nest pas affiche curieux,174,0,2026,2
d375090d-65c1-4d1b-b3ce-fd511c86514d,E-commerce,Leboncoin,"Recherches polluées par des annonces mensongères. Des sociétés vendant des voitures aux enchères postent des annonces en mettant le prix de départ comme le prix de vente... Les annonces de voitures sans permis se retrouvent avec les autres et LBC ne le retire pas malgré le signalement. Résultat, la recherche finit par être un parcours du combattant. Je vous conseille plutôt la centrale. Pour ma part, Leboncoin je désinstalle.",1,2026-02-18 00:26:19,"recherches polluées par des annonces mensongères. des sociétés vendant des voitures aux enchères postent des annonces en mettant le prix de départ comme le prix de vente... les annonces de voitures sans permis se retrouvent avec les autres et lbc ne le retire pas malgré le signalement. résultat, la recherche finit par être un parcours du combattant. je vous conseille plutôt la centrale. pour ma part, leboncoin je désinstalle.",429,0,2026,2
9146c9ef-42f6-40b8-87d0-3041c4ad91c8,E-commerce,Leboncoin,"très bonne application, jusqu'à présent pas de mauvaise surprise",5,2026-02-18 00:11:17,"très bonne application, jusqu'à présent pas de mauvaise surprise",64,2,2026,2
a82c3462-aeaa-4ffd-a05d-f1a9734e82d1,E-commerce,Leboncoin,"Bonjour, votre système de réclamation est bien compliqué, et si vous faites trop de réclamation votre compte est suspendu pendant 7 jours comme c'est une machine qui fait tout alors tant pis pour les personnes agaçantes les recéleurs les spameurs et autres "" vive le numérique ""...même si c'est vous que l'on fait...c'était bien il y a 15 ans",1,2026-02-18 00:03:27,"bonjour, votre système de réclamation est bien compliqué, et si vous faites trop de réclamation votre compte est suspendu pendant 7 jours comme c'est une machine qui fait tout alors tant pis pour les personnes agaçantes les recéleurs les spameurs et autres "" vive le numérique ""...même si c'est vous que l'on fait...c'était bien il y a 15 ans",342,0,2026,2
1ef49715-9082-4163-8c55-ea35ca97c929,E-commerce,Leboncoin,"Leboncoin ne respecte pas ses propres CGV. Pour toutes diffusion d'annonce de cession d'animaux onéreuse, le vendeur doit indiquer un N° de Siren et le N° de la portée. De plus, les annonces diffusées par des pro doivent être supérieures à 0 euro, à l'exception des dons. Ce qui n'est pas le cas de la plupart des annonces. J'ai déjà envoyé le lien de quelques annonces mais vous n'êtes pas capable de les supprimer. Je vais vous signaler à la répression des fraudes, ce sera plus marrant.",1,2026-02-17 22:40:51,"leboncoin ne respecte pas ses propres cgv. pour toutes diffusion d'annonce de cession d'animaux onéreuse, le vendeur doit indiquer un n° de siren et le n° de la portée. de plus, les annonces diffusées par des pro doivent être supérieures à 0 euro, à l'exception des dons. ce qui n'est pas le cas de la plupart des annonces. j'ai déjà envoyé le lien de quelques annonces mais vous n'êtes pas capable de les supprimer. je vais vous signaler à la répression des fraudes, ce sera plus marrant.",489,0,2026,2
2960edcf-42ca-4aa4-ae27-508d76553ae5,E-commerce,Leboncoin,"J’utilise beaucoup cette application mais moi et plusieurs personnes de ma famille n’arrivont pas à nous créer un compte, lorsque nous entrons notre numéro de téléphone, cela nous marque qu’il est déjà utilisé. Comment puis-je faire ?",5,2026-02-17 21:58:05,"j’utilise beaucoup cette application mais moi et plusieurs personnes de ma famille n’arrivont pas à nous créer un compte, lorsque nous entrons notre numéro de téléphone, cela nous marque qu’il est déjà utilisé. comment puis-je faire ?",234,2,2026,2
2e8bd315-ddc3-4ca2-8dcc-41fef8b07c8a,E-commerce,Leboncoin,"Toujours aussi pénibles, les messages automatiquement envoyés aux vendeurs quand on met une annonce en favoris. Les seuls aspects positifs de LBC sont ceux qu'ils ont copiés sur Vinted, mais Vinted ne fait pas ça. Quel génie dans leur staff a imaginé cette idée nullisime ?",1,2026-02-17 21:25:04,"toujours aussi pénibles, les messages automatiquement envoyés aux vendeurs quand on met une annonce en favoris. les seuls aspects positifs de lbc sont ceux qu'ils ont copiés sur vinted, mais vinted ne fait pas ça. quel génie dans leur staff a imaginé cette idée nullisime ?",273,0,2026,2
da4681b9-5722-4842-8b8e-d481f4839194,E-commerce,Leboncoin,"très bien 👍, je recommande vivement !",5,2026-02-17 21:07:03,"très bien 👍, je recommande vivement !",37,2,2026,2
d76e2e6c-1511-4397-b255-b62f6fe389c5,E-commerce,Leboncoin,Ça pirate les comptes lbc aussi !???? j'arrive pas a accéder a mon compte lbc!!!quand je met mon numéro de téléphone Ça me dis que ce numéro appartient déjà a compte 🤨,1,2026-02-17 19:06:28,ça pirate les comptes lbc aussi !???? j'arrive pas a accéder a mon compte lbc!!!quand je met mon numéro de téléphone ça me dis que ce numéro appartient déjà a compte 🤨,167,0,2026,2
54778162-af9f-425e-b5ca-60d8639ef808,E-commerce,Leboncoin,excellente !,5,2026-02-17 17:45:48,excellente !,12,2,2026,2
4f1eb0e2-7367-467e-9055-4850e9d6cbd0,E-commerce,Leboncoin,très rapide,5,2026-02-17 16:25:57,très rapide,11,2,2026,2
9dca5246-9963-4945-a512-fbf6c096bfc4,E-commerce,Leboncoin,service client IA pathétique,1,2026-02-17 15:35:24,service client ia pathétique,28,0,2026,2
73139d2f-333d-4a7c-a538-f2c974a48edb,E-commerce,Leboncoin,il faut regarder de la publicité pour supprimer une annonce. je ne supprimerai plus.,1,2026-02-17 15:10:33,il faut regarder de la publicité pour supprimer une annonce. je ne supprimerai plus.,84,0,2026,2
79c62fe3-cd22-441f-9c7b-7782db1ff9de,E-commerce,Leboncoin,tout doux!!!,4,2026-02-17 14:59:03,tout doux!!!,12,2,2026,2
9bbc5229-2928-4b13-8669-52717d23e58f,E-commerce,Leboncoin,impossible de joindre le service client. le lien en bas de la page n'existe pas sous Android. mais je comprends bien que le but n'est pas d'arriver à joindre quelqu'un.,1,2026-02-17 14:33:11,impossible de joindre le service client. le lien en bas de la page n'existe pas sous android. mais je comprends bien que le but n'est pas d'arriver à joindre quelqu'un.,168,0,2026,2
24681b16-ccdc-48ba-b9fd-0f6f643445c6,E-commerce,Leboncoin,bien mais des fois pas se qu'on demande,4,2026-02-17 14:22:44,bien mais des fois pas se qu'on demande,39,2,2026,2
